frame_id,found,nid2,nid1,pci,peak_pos,sss_pos,toa_ns,cfo_hz,pss_metric,pss_peak_ratio,sss_metric,sss_peak_ratio
72,0,-1,-1,-1,0,0,0,0.000,0.000000,1.105073,0.000000,0.000000
73,0,-1,-1,-1,0,0,0,0.000,0.000000,1.167898,0.000000,0.000000
74,0,-1,-1,-1,0,0,0,0.000,0.000000,1.026615,0.000000,0.000000
75,0,-1,-1,-1,0,0,0,0.000,0.000000,1.017225,0.000000,0.000000
76,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016481,0.000000,0.000000
77,0,-1,-1,-1,0,0,0,0.000,0.000000,1.009308,0.000000,0.000000
78,0,-1,-1,-1,0,0,0,0.000,0.000000,1.078248,0.000000,0.000000
79,0,-1,-1,-1,0,0,0,0.000,0.000000,1.211034,0.000000,0.000000
80,0,-1,-1,-1,0,0,0,0.000,0.000000,1.392445,0.000000,0.000000
81,0,-1,-1,-1,0,0,0,0.000,0.000000,1.053049,0.000000,0.000000
82,0,-1,-1,-1,0,0,0,0.000,0.000000,1.009273,0.000000,0.000000
83,0,-1,-1,-1,0,0,0,0.000,0.000000,1.108130,0.000000,0.000000
84,0,-1,-1,-1,0,0,0,0.000,0.000000,1.127119,0.000000,0.000000
85,0,-1,-1,-1,0,0,0,0.000,0.000000,1.022081,0.000000,0.000000
86,0,-1,-1,-1,0,0,0,0.000,0.000000,1.042545,0.000000,0.000000
87,0,-1,-1,-1,0,0,0,0.000,0.000000,1.100870,0.000000,0.000000
88,0,-1,-1,-1,0,0,0,0.000,0.000000,1.043594,0.000000,0.000000
89,0,-1,-1,-1,0,0,0,0.000,0.000000,1.009878,0.000000,0.000000
90,0,-1,-1,-1,0,0,0,0.000,0.000000,1.264193,0.000000,0.000000
91,0,-1,-1,-1,0,0,0,0.000,0.000000,1.217628,0.000000,0.000000
92,0,-1,-1,-1,0,0,0,0.000,0.000000,1.173570,0.000000,0.000000
93,0,-1,-1,-1,0,0,0,0.000,0.000000,1.043085,0.000000,0.000000
94,0,-1,-1,-1,0,0,0,0.000,0.000000,1.017175,0.000000,0.000000
95,0,-1,-1,-1,0,0,0,0.000,0.000000,1.042157,0.000000,0.000000
96,0,-1,-1,-1,0,0,0,0.000,0.000000,1.174512,0.000000,0.000000
97,0,-1,-1,-1,0,0,0,0.000,0.000000,1.111114,0.000000,0.000000
98,0,-1,-1,-1,0,0,0,0.000,0.000000,1.148652,0.000000,0.000000
99,0,-1,-1,-1,0,0,0,0.000,0.000000,1.032772,0.000000,0.000000
100,0,-1,-1,-1,0,0,0,0.000,0.000000,1.368066,0.000000,0.000000
101,0,-1,-1,-1,0,0,0,0.000,0.000000,1.022761,0.000000,0.000000
102,0,-1,-1,-1,0,0,0,0.000,0.000000,1.124554,0.000000,0.000000
103,0,-1,-1,-1,0,0,0,0.000,0.000000,1.008198,0.000000,0.000000
104,0,-1,-1,-1,0,0,0,0.000,0.000000,1.116136,0.000000,0.000000
105,0,-1,-1,-1,0,0,0,0.000,0.000000,1.064284,0.000000,0.000000
106,0,-1,-1,-1,0,0,0,0.000,0.000000,1.031599,0.000000,0.000000
107,0,-1,-1,-1,0,0,0,0.000,0.000000,1.047566,0.000000,0.000000
108,0,-1,-1,-1,0,0,0,0.000,0.000000,1.147842,0.000000,0.000000
109,0,-1,-1,-1,0,0,0,0.000,0.000000,1.226016,0.000000,0.000000
110,0,-1,-1,-1,0,0,0,0.000,0.000000,1.369699,0.000000,0.000000
111,0,-1,-1,-1,0,0,0,0.000,0.000000,1.116288,0.000000,0.000000
112,0,-1,-1,-1,0,0,0,0.000,0.000000,1.132977,0.000000,0.000000
113,0,-1,-1,-1,0,0,0,0.000,0.000000,1.014597,0.000000,0.000000
114,0,-1,-1,-1,0,0,0,0.000,0.000000,1.124170,0.000000,0.000000
115,0,-1,-1,-1,0,0,0,0.000,0.000000,1.092481,0.000000,0.000000
116,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016531,0.000000,0.000000
117,0,-1,-1,-1,0,0,0,0.000,0.000000,1.075393,0.000000,0.000000
118,0,-1,-1,-1,0,0,0,0.000,0.000000,1.113317,0.000000,0.000000
119,0,-1,-1,-1,0,0,0,0.000,0.000000,1.143178,0.000000,0.000000
120,0,-1,-1,-1,0,0,0,0.000,0.000000,1.097221,0.000000,0.000000
121,0,-1,-1,-1,0,0,0,0.000,0.000000,1.022879,0.000000,0.000000
122,0,-1,-1,-1,0,0,0,0.000,0.000000,1.152854,0.000000,0.000000
123,0,-1,-1,-1,0,0,0,0.000,0.000000,1.055964,0.000000,0.000000
124,0,-1,-1,-1,0,0,0,0.000,0.000000,1.188415,0.000000,0.000000
125,0,-1,-1,-1,0,0,0,0.000,0.000000,1.045212,0.000000,0.000000
126,0,-1,-1,-1,0,0,0,0.000,0.000000,1.294055,0.000000,0.000000
127,0,-1,-1,-1,0,0,0,0.000,0.000000,1.172884,0.000000,0.000000
128,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016239,0.000000,0.000000
129,0,-1,-1,-1,0,0,0,0.000,0.000000,1.043990,0.000000,0.000000
130,0,-1,-1,-1,0,0,0,0.000,0.000000,1.021347,0.000000,0.000000
131,0,-1,-1,-1,0,0,0,0.000,0.000000,1.046478,0.000000,0.000000
132,0,-1,-1,-1,0,0,0,0.000,0.000000,1.341830,0.000000,0.000000
133,0,-1,-1,-1,0,0,0,0.000,0.000000,1.152677,0.000000,0.000000
134,1,0,-1,-1,3492,0,17980292,-1482595.250,0.093144,1.379872,0.000000,1.025653
135,0,-1,-1,-1,0,0,0,0.000,0.000000,1.116200,0.000000,0.000000
136,0,-1,-1,-1,0,0,0,0.000,0.000000,1.202183,0.000000,0.000000
137,0,-1,-1,-1,0,0,0,0.000,0.000000,1.128548,0.000000,0.000000
138,0,-1,-1,-1,0,0,0,0.000,0.000000,1.305771,0.000000,0.000000
139,0,-1,-1,-1,0,0,0,0.000,0.000000,1.070451,0.000000,0.000000
140,0,-1,-1,-1,0,0,0,0.000,0.000000,1.014506,0.000000,0.000000
141,0,-1,-1,-1,0,0,0,0.000,0.000000,1.104104,0.000000,0.000000
142,0,-1,-1,-1,0,0,0,0.000,0.000000,1.001839,0.000000,0.000000
143,0,-1,-1,-1,0,0,0,0.000,0.000000,1.311363,0.000000,0.000000
144,0,-1,-1,-1,0,0,0,0.000,0.000000,1.142290,0.000000,0.000000
145,0,-1,-1,-1,0,0,0,0.000,0.000000,1.059772,0.000000,0.000000
146,0,-1,-1,-1,0,0,0,0.000,0.000000,1.026918,0.000000,0.000000
147,0,-1,-1,-1,0,0,0,0.000,0.000000,1.130267,0.000000,0.000000
148,0,-1,-1,-1,0,0,0,0.000,0.000000,1.472437,0.000000,0.000000
149,0,-1,-1,-1,0,0,0,0.000,0.000000,1.005016,0.000000,0.000000
150,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067996,0.000000,0.000000
151,0,-1,-1,-1,0,0,0,0.000,0.000000,1.050186,0.000000,0.000000
152,0,-1,-1,-1,0,0,0,0.000,0.000000,1.083386,0.000000,0.000000
153,0,-1,-1,-1,0,0,0,0.000,0.000000,1.207461,0.000000,0.000000
154,0,-1,-1,-1,0,0,0,0.000,0.000000,1.050672,0.000000,0.000000
155,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007399,0.000000,0.000000
156,0,-1,-1,-1,0,0,0,0.000,0.000000,1.029914,0.000000,0.000000
157,0,-1,-1,-1,0,0,0,0.000,0.000000,1.236161,0.000000,0.000000
158,0,-1,-1,-1,0,0,0,0.000,0.000000,1.037849,0.000000,0.000000
159,0,-1,-1,-1,0,0,0,0.000,0.000000,1.005952,0.000000,0.000000
160,0,-1,-1,-1,0,0,0,0.000,0.000000,1.001718,0.000000,0.000000
161,0,-1,-1,-1,0,0,0,0.000,0.000000,1.006110,0.000000,0.000000
162,0,-1,-1,-1,0,0,0,0.000,0.000000,1.018642,0.000000,0.000000
163,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016167,0.000000,0.000000
164,0,-1,-1,-1,0,0,0,0.000,0.000000,1.282114,0.000000,0.000000
165,0,-1,-1,-1,0,0,0,0.000,0.000000,1.046075,0.000000,0.000000
166,0,-1,-1,-1,0,0,0,0.000,0.000000,1.284411,0.000000,0.000000
167,0,-1,-1,-1,0,0,0,0.000,0.000000,1.074896,0.000000,0.000000
168,0,-1,-1,-1,0,0,0,0.000,0.000000,1.010564,0.000000,0.000000
169,0,-1,-1,-1,0,0,0,0.000,0.000000,1.158289,0.000000,0.000000
170,0,-1,-1,-1,0,0,0,0.000,0.000000,1.064064,0.000000,0.000000
171,0,-1,-1,-1,0,0,0,0.000,0.000000,1.141541,0.000000,0.000000
172,1,2,-1,-1,3788,0,23056582,5130247.000,0.093320,1.364844,0.000000,1.226920
173,0,-1,-1,-1,0,0,0,0.000,0.000000,1.159938,0.000000,0.000000
174,0,-1,-1,-1,0,0,0,0.000,0.000000,1.186136,0.000000,0.000000
175,0,-1,-1,-1,0,0,0,0.000,0.000000,1.128705,0.000000,0.000000
176,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035399,0.000000,0.000000
177,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007872,0.000000,0.000000
178,0,-1,-1,-1,0,0,0,0.000,0.000000,1.122579,0.000000,0.000000
179,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016408,0.000000,0.000000
180,0,-1,-1,-1,0,0,0,0.000,0.000000,1.058930,0.000000,0.000000
181,0,-1,-1,-1,0,0,0,0.000,0.000000,1.081958,0.000000,0.000000
182,0,-1,-1,-1,0,0,0,0.000,0.000000,1.183897,0.000000,0.000000
183,0,-1,-1,-1,0,0,0,0.000,0.000000,1.100548,0.000000,0.000000
184,0,-1,-1,-1,0,0,0,0.000,0.000000,1.108219,0.000000,0.000000
185,0,-1,-1,-1,0,0,0,0.000,0.000000,1.079072,0.000000,0.000000
186,0,-1,-1,-1,0,0,0,0.000,0.000000,1.072417,0.000000,0.000000
187,0,-1,-1,-1,0,0,0,0.000,0.000000,1.008636,0.000000,0.000000
188,0,-1,-1,-1,0,0,0,0.000,0.000000,1.106554,0.000000,0.000000
189,0,-1,-1,-1,0,0,0,0.000,0.000000,1.100945,0.000000,0.000000
190,0,-1,-1,-1,0,0,0,0.000,0.000000,1.106851,0.000000,0.000000
191,0,-1,-1,-1,0,0,0,0.000,0.000000,1.172181,0.000000,0.000000
192,0,-1,-1,-1,0,0,0,0.000,0.000000,1.150354,0.000000,0.000000
193,0,-1,-1,-1,0,0,0,0.000,0.000000,1.011480,0.000000,0.000000
194,0,-1,-1,-1,0,0,0,0.000,0.000000,1.044136,0.000000,0.000000
195,0,-1,-1,-1,0,0,0,0.000,0.000000,1.252510,0.000000,0.000000
196,0,-1,-1,-1,0,0,0,0.000,0.000000,1.036441,0.000000,0.000000
197,0,-1,-1,-1,0,0,0,0.000,0.000000,1.057725,0.000000,0.000000
198,0,-1,-1,-1,0,0,0,0.000,0.000000,1.269839,0.000000,0.000000
199,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015758,0.000000,0.000000
200,0,-1,-1,-1,0,0,0,0.000,0.000000,1.005729,0.000000,0.000000
201,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035406,0.000000,0.000000
202,0,-1,-1,-1,0,0,0,0.000,0.000000,1.072550,0.000000,0.000000
203,0,-1,-1,-1,0,0,0,0.000,0.000000,1.201409,0.000000,0.000000
204,0,-1,-1,-1,0,0,0,0.000,0.000000,1.263920,0.000000,0.000000
205,0,-1,-1,-1,0,0,0,0.000,0.000000,1.002140,0.000000,0.000000
206,0,-1,-1,-1,0,0,0,0.000,0.000000,1.050547,0.000000,0.000000
207,0,-1,-1,-1,0,0,0,0.000,0.000000,1.053101,0.000000,0.000000
208,0,-1,-1,-1,0,0,0,0.000,0.000000,1.104009,0.000000,0.000000
209,0,-1,-1,-1,0,0,0,0.000,0.000000,1.136469,0.000000,0.000000
210,0,-1,-1,-1,0,0,0,0.000,0.000000,1.074868,0.000000,0.000000
211,0,-1,-1,-1,0,0,0,0.000,0.000000,1.408470,0.000000,0.000000
212,0,-1,-1,-1,0,0,0,0.000,0.000000,1.023950,0.000000,0.000000
213,0,-1,-1,-1,0,0,0,0.000,0.000000,1.115676,0.000000,0.000000
214,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013368,0.000000,0.000000
215,0,-1,-1,-1,0,0,0,0.000,0.000000,1.085021,0.000000,0.000000
216,0,-1,-1,-1,0,0,0,0.000,0.000000,1.116439,0.000000,0.000000
217,0,-1,-1,-1,0,0,0,0.000,0.000000,1.181498,0.000000,0.000000
218,0,-1,-1,-1,0,0,0,0.000,0.000000,1.047873,0.000000,0.000000
219,0,-1,-1,-1,0,0,0,0.000,0.000000,1.277756,0.000000,0.000000
220,0,-1,-1,-1,0,0,0,0.000,0.000000,1.168587,0.000000,0.000000
221,0,-1,-1,-1,0,0,0,0.000,0.000000,1.048018,0.000000,0.000000
222,0,-1,-1,-1,0,0,0,0.000,0.000000,1.134635,0.000000,0.000000
223,0,-1,-1,-1,0,0,0,0.000,0.000000,1.046084,0.000000,0.000000
224,0,-1,-1,-1,0,0,0,0.000,0.000000,1.066547,0.000000,0.000000
225,0,-1,-1,-1,0,0,0,0.000,0.000000,1.155166,0.000000,0.000000
226,0,-1,-1,-1,0,0,0,0.000,0.000000,1.033202,0.000000,0.000000
227,0,-1,-1,-1,0,0,0,0.000,0.000000,1.230577,0.000000,0.000000
228,0,-1,-1,-1,0,0,0,0.000,0.000000,1.328498,0.000000,0.000000
229,0,-1,-1,-1,0,0,0,0.000,0.000000,1.009609,0.000000,0.000000
230,0,-1,-1,-1,0,0,0,0.000,0.000000,1.181583,0.000000,0.000000
231,0,-1,-1,-1,0,0,0,0.000,0.000000,1.039169,0.000000,0.000000
232,0,-1,-1,-1,0,0,0,0.000,0.000000,1.011969,0.000000,0.000000
233,0,-1,-1,-1,0,0,0,0.000,0.000000,1.044353,0.000000,0.000000
234,0,-1,-1,-1,0,0,0,0.000,0.000000,1.200841,0.000000,0.000000
235,0,-1,-1,-1,0,0,0,0.000,0.000000,1.074323,0.000000,0.000000
236,0,-1,-1,-1,0,0,0,0.000,0.000000,1.092870,0.000000,0.000000
237,0,-1,-1,-1,0,0,0,0.000,0.000000,1.019624,0.000000,0.000000
238,0,-1,-1,-1,0,0,0,0.000,0.000000,1.219289,0.000000,0.000000
239,0,-1,-1,-1,0,0,0,0.000,0.000000,1.055200,0.000000,0.000000
240,0,-1,-1,-1,0,0,0,0.000,0.000000,1.002886,0.000000,0.000000
241,0,-1,-1,-1,0,0,0,0.000,0.000000,1.084140,0.000000,0.000000
242,0,-1,-1,-1,0,0,0,0.000,0.000000,1.006167,0.000000,0.000000
243,0,-1,-1,-1,0,0,0,0.000,0.000000,1.198694,0.000000,0.000000
244,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035827,0.000000,0.000000
245,0,-1,-1,-1,0,0,0,0.000,0.000000,1.137360,0.000000,0.000000
246,0,-1,-1,-1,0,0,0,0.000,0.000000,1.138364,0.000000,0.000000
247,0,-1,-1,-1,0,0,0,0.000,0.000000,1.037822,0.000000,0.000000
248,0,-1,-1,-1,0,0,0,0.000,0.000000,1.143096,0.000000,0.000000
249,0,-1,-1,-1,0,0,0,0.000,0.000000,1.017725,0.000000,0.000000
250,0,-1,-1,-1,0,0,0,0.000,0.000000,1.160893,0.000000,0.000000
251,0,-1,-1,-1,0,0,0,0.000,0.000000,1.006603,0.000000,0.000000
252,0,-1,-1,-1,0,0,0,0.000,0.000000,1.055090,0.000000,0.000000
253,0,-1,-1,-1,0,0,0,0.000,0.000000,1.047619,0.000000,0.000000
254,0,-1,-1,-1,0,0,0,0.000,0.000000,1.048496,0.000000,0.000000
255,0,-1,-1,-1,0,0,0,0.000,0.000000,1.084615,0.000000,0.000000
256,0,-1,-1,-1,0,0,0,0.000,0.000000,1.275501,0.000000,0.000000
257,0,-1,-1,-1,0,0,0,0.000,0.000000,1.220399,0.000000,0.000000
258,0,-1,-1,-1,0,0,0,0.000,0.000000,1.059202,0.000000,0.000000
259,0,-1,-1,-1,0,0,0,0.000,0.000000,1.053866,0.000000,0.000000
260,0,-1,-1,-1,0,0,0,0.000,0.000000,1.119787,0.000000,0.000000
261,0,-1,-1,-1,0,0,0,0.000,0.000000,1.079716,0.000000,0.000000
262,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067132,0.000000,0.000000
263,0,-1,-1,-1,0,0,0,0.000,0.000000,1.069985,0.000000,0.000000
264,0,-1,-1,-1,0,0,0,0.000,0.000000,1.143715,0.000000,0.000000
265,0,-1,-1,-1,0,0,0,0.000,0.000000,1.154001,0.000000,0.000000
266,0,-1,-1,-1,0,0,0,0.000,0.000000,1.001105,0.000000,0.000000
267,0,-1,-1,-1,0,0,0,0.000,0.000000,1.239856,0.000000,0.000000
268,0,-1,-1,-1,0,0,0,0.000,0.000000,1.164387,0.000000,0.000000
269,0,-1,-1,-1,0,0,0,0.000,0.000000,1.221008,0.000000,0.000000
270,0,-1,-1,-1,0,0,0,0.000,0.000000,1.077005,0.000000,0.000000
271,0,-1,-1,-1,0,0,0,0.000,0.000000,1.162725,0.000000,0.000000
272,0,-1,-1,-1,0,0,0,0.000,0.000000,1.098428,0.000000,0.000000
273,0,-1,-1,-1,0,0,0,0.000,0.000000,1.268870,0.000000,0.000000
274,0,-1,-1,-1,0,0,0,0.000,0.000000,1.045753,0.000000,0.000000
275,0,-1,-1,-1,0,0,0,0.000,0.000000,1.161474,0.000000,0.000000
276,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035542,0.000000,0.000000
277,0,-1,-1,-1,0,0,0,0.000,0.000000,1.038860,0.000000,0.000000
278,0,-1,-1,-1,0,0,0,0.000,0.000000,1.240116,0.000000,0.000000
279,0,-1,-1,-1,0,0,0,0.000,0.000000,1.239427,0.000000,0.000000
280,0,-1,-1,-1,0,0,0,0.000,0.000000,1.124934,0.000000,0.000000
281,0,-1,-1,-1,0,0,0,0.000,0.000000,1.047028,0.000000,0.000000
282,0,-1,-1,-1,0,0,0,0.000,0.000000,1.051004,0.000000,0.000000
283,0,-1,-1,-1,0,0,0,0.000,0.000000,1.122913,0.000000,0.000000
284,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028535,0.000000,0.000000
285,0,-1,-1,-1,0,0,0,0.000,0.000000,1.038423,0.000000,0.000000
286,0,-1,-1,-1,0,0,0,0.000,0.000000,1.243989,0.000000,0.000000
287,0,-1,-1,-1,0,0,0,0.000,0.000000,1.039367,0.000000,0.000000
288,0,-1,-1,-1,0,0,0,0.000,0.000000,1.154384,0.000000,0.000000
289,0,-1,-1,-1,0,0,0,0.000,0.000000,1.253251,0.000000,0.000000
290,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013064,0.000000,0.000000
291,0,-1,-1,-1,0,0,0,0.000,0.000000,1.012786,0.000000,0.000000
292,0,-1,-1,-1,0,0,0,0.000,0.000000,1.226781,0.000000,0.000000
293,0,-1,-1,-1,0,0,0,0.000,0.000000,1.156590,0.000000,0.000000
294,0,-1,-1,-1,0,0,0,0.000,0.000000,1.063266,0.000000,0.000000
295,0,-1,-1,-1,0,0,0,0.000,0.000000,1.366435,0.000000,0.000000
296,0,-1,-1,-1,0,0,0,0.000,0.000000,1.229112,0.000000,0.000000
297,0,-1,-1,-1,0,0,0,0.000,0.000000,1.235941,0.000000,0.000000
298,0,-1,-1,-1,0,0,0,0.000,0.000000,1.093933,0.000000,0.000000
299,0,-1,-1,-1,0,0,0,0.000,0.000000,1.016138,0.000000,0.000000
300,0,-1,-1,-1,0,0,0,0.000,0.000000,1.049245,0.000000,0.000000
301,0,-1,-1,-1,0,0,0,0.000,0.000000,1.463707,0.000000,0.000000
302,0,-1,-1,-1,0,0,0,0.000,0.000000,1.106141,0.000000,0.000000
303,0,-1,-1,-1,0,0,0,0.000,0.000000,1.027750,0.000000,0.000000
304,0,-1,-1,-1,0,0,0,0.000,0.000000,1.084995,0.000000,0.000000
305,0,-1,-1,-1,0,0,0,0.000,0.000000,1.034183,0.000000,0.000000
306,0,-1,-1,-1,0,0,0,0.000,0.000000,1.057984,0.000000,0.000000
307,0,-1,-1,-1,0,0,0,0.000,0.000000,1.006707,0.000000,0.000000
308,0,-1,-1,-1,0,0,0,0.000,0.000000,1.065788,0.000000,0.000000
309,0,-1,-1,-1,0,0,0,0.000,0.000000,1.143213,0.000000,0.000000
310,0,-1,-1,-1,0,0,0,0.000,0.000000,1.160877,0.000000,0.000000
311,0,-1,-1,-1,0,0,0,0.000,0.000000,1.023414,0.000000,0.000000
312,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007556,0.000000,0.000000
313,0,-1,-1,-1,0,0,0,0.000,0.000000,1.084229,0.000000,0.000000
314,0,-1,-1,-1,0,0,0,0.000,0.000000,1.078604,0.000000,0.000000
315,0,-1,-1,-1,0,0,0,0.000,0.000000,1.137192,0.000000,0.000000
316,0,-1,-1,-1,0,0,0,0.000,0.000000,1.038405,0.000000,0.000000
317,1,2,-1,-1,666,0,42288239,-8170378.000,0.099040,1.308914,0.000000,1.084593
318,0,-1,-1,-1,0,0,0,0.000,0.000000,1.225976,0.000000,0.000000
319,0,-1,-1,-1,0,0,0,0.000,0.000000,1.018600,0.000000,0.000000
320,0,-1,-1,-1,0,0,0,0.000,0.000000,1.140522,0.000000,0.000000
